rank,source,target,similarity,distance
227,7VVB_A_sample_2,8JGD_A_sample_1,0.48362128887471517,0.5163787111252849
228,7VVB_A_sample_1,8JHL_A_sample_1,0.4827599858066832,0.5172400141933168
229,8T74_A_sample_2,8JGD_A_sample_1,0.4825895375513578,0.5174104624486422
230,8JHL_A_sample_1,8CPR_A_sample_2,0.48243010343413706,0.5175698965658629
231,7VVB_A_sample_2,8JGD_A_sample_2,0.4820230511163455,0.5179769488836545
232,7VVB_A_sample_2,8JHL_A_sample_2,0.48004773255298083,0.5199522674470192
233,8T73_A_sample_2,8CPR_A_sample_2,0.4792983316852903,0.5207016683147097
234,8BLR_A_sample_1,4LPK_B_sample_1,0.47904225970270103,0.5209577402972989
235,7VVB_A_sample_2,8T71_A_sample_1,0.47713322033489247,0.5228667796651075
236,8BLR_A_sample_1,4LPK_B_sample_2,0.47567644781565444,0.5243235521843456
237,8T71_A_sample_1,8BLR_A_sample_1,0.47561453225346173,0.5243854677465383
238,8T74_A_sample_2,4LPK_B_sample_1,0.4742691394028431,0.5257308605971569
239,8T71_A_sample_1,8JHL_A_sample_1,0.47419520789440667,0.5258047921055933
240,8T74_A_sample_1,8CPR_A_sample_1,0.4721246976365604,0.5278753023634396
241,8JGD_A_sample_1,8BLR_A_sample_2,0.4720912304524729,0.5279087695475271
242,8BLR_A_native,4LPK_B_sample_1,0.47128355735348987,0.5287164426465101
243,8CPR_A_native,4LPK_B_sample_1,0.47128355735348987,0.5287164426465101
244,8T71_A_sample_1,8BLR_A_sample_2,0.47109094962535547,0.5289090503746445
245,8T73_A_sample_1,8BLR_A_sample_1,0.4701724206982057,0.5298275793017944
246,8JGD_A_sample_1,8CPR_A_sample_1,0.468844794115587,0.531155205884413
247,7VVB_A_sample_1,4LPK_B_native,0.4686081987786727,0.5313918012213272
248,8T74_A_sample_1,8CPR_A_sample_2,0.46757890486473314,0.5324210951352668
249,8JHL_A_sample_1,8CPR_A_sample_1,0.466748805829763,0.5332511941702369
250,8T75_A_sample_2,8BLR_A_sample_2,0.4605661864718383,0.5394338135281618
251,8T75_A_sample_1,8CPR_A_sample_2,0.4601667937969184,0.5398332062030816
252,8BLR_A_sample_2,4LPK_B_sample_1,0.458769843674347,0.541230156325653
253,7VVB_A_sample_1,8T71_A_sample_2,0.458631725222367,0.5413682747776329
254,8JHL_A_native,8JHL_A_sample_2,0.45594859995351844,0.5440514000464816
255,7VVB_A_sample_1,8T74_A_native,0.4555813382639668,0.5444186617360331
256,7VVB_A_sample_1,8T75_A_native,0.4555813382639668,0.5444186617360331
257,7VVB_A_sample_2,8JHL_A_sample_1,0.45530393325387364,0.5446960667461264
258,8T73_A_sample_1,8BLR_A_sample_2,0.45353288209980636,0.5464671179001936
259,7VVB_A_sample_1,8T73_A_native,0.45326101898109566,0.5467389810189043
260,8JHL_A_native,8JGD_A_sample_2,0.45307947304267177,0.5469205269573283
261,8T74_A_sample_2,8BLR_A_sample_2,0.4529832118168713,0.5470167881831287
262,8BLR_A_sample_2,4LPK_B_sample_2,0.45290152346546053,0.5470984765345395
263,8JHL_A_sample_2,8JGD_A_native,0.45283122524541386,0.5471687747545861
264,7VVB_A_sample_1,8JHL_A_native,0.45280254668533776,0.5471974533146622
265,7VVB_A_sample_1,8T71_A_sample_1,0.4525516154394586,0.5474483845605413
266,8JGD_A_native,8JGD_A_sample_2,0.4523012082716314,0.5476987917283687
267,7VVB_A_sample_1,8T71_A_native,0.4516421622548036,0.5483578377451964
268,7VVB_A_sample_1,8JGD_A_native,0.4508597453350637,0.5491402546649363
269,8T75_A_sample_1,8CPR_A_sample_1,0.45050456532455085,0.5494954346754491
270,8JHL_A_sample_2,8BLR_A_sample_2,0.44926748139751876,0.5507325186024812
271,8JGD_A_sample_2,8BLR_A_sample_2,0.4486107435461853,0.5513892564538148
272,8BLR_A_native,8BLR_A_sample_1,0.4471380466999443,0.5528619533000557
273,8BLR_A_sample_1,8CPR_A_native,0.4471380466999443,0.5528619533000557
274,8JHL_A_sample_1,8BLR_A_sample_2,0.4471312102852832,0.5528687897147169
275,7VVB_A_native,7VVB_A_sample_2,0.44657789095384026,0.5534221090461597
276,8T74_A_sample_1,8BLR_A_sample_1,0.44657106385879647,0.5534289361412035
277,8T74_A_native,8JHL_A_sample_2,0.4464852105840418,0.5535147894159582
278,8T75_A_native,8JHL_A_sample_2,0.4464852105840418,0.5535147894159582
279,8T74_A_native,8T75_A_sample_1,0.44479025545635553,0.5552097445436445
280,8T75_A_native,8T75_A_sample_1,0.44479025545635553,0.5552097445436445
281,8T74_A_native,8JGD_A_sample_2,0.44357032241816163,0.5564296775818384
282,8T75_A_native,8JGD_A_sample_2,0.44357032241816163,0.5564296775818384
283,8T71_A_native,8JHL_A_sample_2,0.44256155257077273,0.5574384474292273
284,8JHL_A_native,8BLR_A_sample_1,0.4423329047835024,0.5576670952164976
285,8T75_A_sample_1,8BLR_A_sample_2,0.44153465770563155,0.5584653422943684
286,8T74_A_sample_2,8BLR_A_sample_1,0.44104753481317566,0.5589524651868243
287,8JGD_A_native,8BLR_A_sample_1,0.44040181820236063,0.5595981817976394
288,8T71_A_native,8JGD_A_sample_2,0.4396340687169005,0.5603659312830995
289,8BLR_A_native,8CPR_A_sample_1,0.43954216646027006,0.5604578335397299
290,8CPR_A_native,8CPR_A_sample_1,0.43954216646027006,0.5604578335397299
291,7VVB_A_sample_1,8BLR_A_native,0.43947806940002376,0.5605219305999762
292,7VVB_A_sample_1,8CPR_A_native,0.43947806940002376,0.5605219305999762
293,8JHL_A_sample_2,8T73_A_native,0.4394222828435271,0.560577717156473
294,7VVB_A_sample_1,8BLR_A_sample_1,0.43828895937519025,0.5617110406248098
295,8T75_A_sample_1,8BLR_A_sample_1,0.4379524832391916,0.5620475167608083
296,8T74_A_native,8BLR_A_sample_1,0.4375589019434682,0.5624410980565318
297,8T75_A_native,8BLR_A_sample_1,0.4375589019434682,0.5624410980565318
298,8BLR_A_native,8CPR_A_sample_2,0.43733097943241867,0.5626690205675813
299,8CPR_A_native,8CPR_A_sample_2,0.43733097943241867,0.5626690205675813
300,8T73_A_sample_2,8BLR_A_sample_2,0.4370636097074215,0.5629363902925786
301,8JHL_A_sample_2,4LPK_B_native,0.43650079694822336,0.5634992030517767
302,8T73_A_native,8JGD_A_sample_2,0.43643031544955396,0.5635696845504461
303,8T74_A_native,8T74_A_sample_1,0.4357341026231168,0.5642658973768833
304,8T74_A_sample_1,8T75_A_native,0.4357341026231168,0.5642658973768833
305,8JHL_A_sample_2,8BLR_A_native,0.434986041204899,0.5650139587951011
306,8JHL_A_sample_2,8CPR_A_native,0.434986041204899,0.5650139587951011
307,8JGD_A_sample_2,4LPK_B_native,0.4334655571800007,0.5665344428199993
308,7VVB_A_sample_2,8BLR_A_sample_1,0.43335519298703484,0.5666448070129652
309,8JHL_A_native,8JHL_A_sample_1,0.4328243307212345,0.5671756692787655
310,8T71_A_native,8JHL_A_sample_1,0.43235103364795696,0.567648966352043
311,8T71_A_native,8T75_A_sample_1,0.4321609863430957,0.5678390136569043
312,8T75_A_sample_1,8JHL_A_native,0.43205257795740265,0.5679474220425973
313,8JGD_A_sample_2,8BLR_A_native,0.43196133439996853,0.5680386656000315
314,8JGD_A_sample_2,8CPR_A_native,0.43196133439996853,0.5680386656000315
315,8T71_A_native,8T74_A_sample_1,0.4312554292652807,0.5687445707347193
316,8T75_A_sample_1,8JGD_A_native,0.4301447276865041,0.569855272313496
317,8T71_A_native,8BLR_A_sample_1,0.43014326847559536,0.5698567315244046
318,8T75_A_sample_1,8T73_A_native,0.43012209150714276,0.5698779084928572
319,8T74_A_native,8CPR_A_sample_1,0.43005234140333615,0.5699476585966639
320,8T75_A_native,8CPR_A_sample_1,0.43005234140333615,0.5699476585966639
321,8JHL_A_sample_1,8JGD_A_native,0.42974528645339044,0.5702547135466096
322,8T74_A_native,8T74_A_sample_2,0.4291877729610371,0.5708122270389628
323,8T74_A_sample_2,8T75_A_native,0.4291877729610371,0.5708122270389628
324,8JHL_A_native,8JGD_A_sample_1,0.42905932354600324,0.5709406764539968
325,8JHL_A_sample_1,4LPK_B_native,0.4285200802905746,0.5714799197094254
326,8T74_A_native,8T75_A_sample_2,0.4283833748275365,0.5716166251724635
327,8T75_A_native,8T75_A_sample_2,0.4283833748275365,0.5716166251724635
328,8JGD_A_native,8JGD_A_sample_1,0.4283223187243992,0.5716776812756008
329,7VVB_A_native,8JHL_A_sample_2,0.42751990776268023,0.5724800922373198
330,8T74_A_sample_1,4LPK_B_native,0.4274223144784778,0.5725776855215222
331,8T74_A_sample_1,8BLR_A_sample_2,0.42739065876019605,0.5726093412398039
332,8JGD_A_sample_1,4LPK_B_native,0.4270883808415231,0.5729116191584769
333,8T74_A_native,8JHL_A_sample_1,0.42692152480553863,0.5730784751944613
334,8T75_A_native,8JHL_A_sample_1,0.42692152480553863,0.5730784751944613
335,8JHL_A_native,8CPR_A_sample_1,0.426622398897401,0.573377601102599
336,8T74_A_sample_1,8JHL_A_native,0.42646735148908527,0.5735326485109147
337,8T71_A_native,8JGD_A_sample_1,0.4262780788887995,0.5737219211112006
338,8T73_A_native,8BLR_A_sample_1,0.4257121021436712,0.5742878978563288
